35.01619111,-84.34631083,Martin Campbell
35.222595,-83.41904389,Macon County
36.6106375,-83.73741611,Middlesboro-Bell County
36.39728139,-85.64164278,Jackson County
32.438775,-86.51044778,Autauga County
45.00839444,-69.23976722,Dexter Regional
42.29130028,-73.71031944,Columbia Cty
43.61534389,-73.27455556,Fair Haven
42.00013306,-71.19677139,Mansfield Municipal
41.69597444,-88.12923056,Clow
45.23053806,-96.56596556,Milbank Municipal
42.35003667,-83.45826833,Canton -Plymouth -  Mettetal
43.40332833,-98.82952972,Platte Municipal
44.73107278,-94.71471333,Hector Municipal
45.29329111,-97.51369889,Webster Municipal
44.86247611,-98.52953972,Redfield Municipal
34.14698917,-97.12265194,Downtown Ardmore
34.07509694,-97.10667917,Lake Murray State Park
34.14040194,-96.81203222,Madill Municipal
33.17533333,-97.82838889,Bridgeport Municipal
41.391,-83.63013889,Wood County
41.15186167,-81.41658306,Kent State University
35.99221,-113.8166164,Grand Canyon West
41.13144444,-81.76491667,Freedom
43.18166667,-76.12777778,Michael
38.72752,-90.50830417,Creve Coeur
39.07045083,-88.53351972,Effingham County Memorial
38.47149444,-91.81531667,Linn State Tech. College
39.30250917,-88.00406194,Casey Municipal
42.36425,-74.06596806,Freehold
40.54281417,-86.68167194,Delphi Municipal
30.84577778,-85.60138889,Tri-County
34.85007333,-97.58642028,Lindsay Municipal
35.1550675,-97.47039389,David J. Perry
36.56670028,-98.85231333,Waynoka Municipal
37.45419111,-100.9921119,Satanta Municipal
30.08720833,-90.58266528,St. John the Baptist Parish
37.78746444,-114.4216567,Lincoln Co
37.74532639,-111.5701653,Escalante Municipal
37.85969694,-112.816055,Parowan
34.83398056,-92.25792778,North Little Rock Municipal
33.14518056,-90.51528472,Belzoni Municipal
34.28034806,-87.60044139,Posey
36.59287528,-86.47691028,Portland Municipal
36.52589417,-88.91561611,Fulton
37.12071889,-92.311245,Mountain Grove Memorial
40.82787639,-72.74871083,Spadaro
39.21915,-74.794765,Woodbine Muni
40.97114556,-74.99747556,Blairstown
40.57027778,-75.48830556,Allentown Queen City Muni
46.6485775,-97.00564306,Hamry
34.23758944,-98.74200917,Grandfield Municipal
38.99017472,-122.8997175,Lampson
38.20241667,-121.2684167,Lodi
35.73338222,-98.73063833,Thomas Municipal
41.26320889,-122.2719528,Dunsmuir Municipal-Mott
31.671005,-92.15846722,Jena
31.6058475,-90.40931583,Brookhaven-Lincoln County
30.87046278,-87.81738167,Bay Minette Municipal
47.10391667,-122.2871944,Pierce County
46.27110639,-106.6239206,Tillitt
46.32763139,-119.9705964,Sunnyside Municipal
48.19018611,-116.9093644,Priest River Muni
42.24714972,-111.33826,Bear Lake County
36.80833833,-107.6514444,Navajo State Park
42.00942944,-101.7693439,Grant County
